KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,9/4/20 17:43,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.17,49812.7,49701.9,92.9,106.9,6.37,263.7,32.52,49712.3,0.03,32313,1.191,NA,-81.4,25.106,3.11,11.7
,,,STANDARD DEVIATION:,0.18,53.1,48.5,3.7,4.2,0.25,11.3,0.03,48.4,0.02,31,0.005,0.02,1,0.024,0,0
,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,20C000785,20B121032,20B121032,20C000323,20C000323,20C000323,20C202371,20B121032,20B121032,20C000785,20B121032,20B120857,20C202371,20C202371,20B121032,20C202414,20C202414
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Cond µS/cm,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Wiper Position volt,pH,pH mV,Temp ∞C,Battery V,Cable Pwr V
8/21/20,14:15:00,0,Biosphere 2,-0.05,49748.8,49625.5,98.1,112.9,6.73,240.2,32.47,49637.1,-0.04,32264,1.192,8.26,-81.8,25.118,3.11,11.7
8/21/20,14:30:00,0,Biosphere 2,-0.06,49749.9,49631.4,98.2,113,6.74,238.5,32.47,49642.5,-0.01,32268,1.192,8.28,-82.7,25.113,3.11,11.7
8/21/20,14:45:00,0,Biosphere 2,-0.06,49750.9,49633.1,98.3,113.1,6.74,239.9,32.47,49644.2,-0.03,32269,1.193,8.28,-82.9,25.113,3.11,11.7
8/21/20,15:00:00,0,Biosphere 2,-0.06,49751.3,49630.6,98.5,113.3,6.75,241.3,32.47,49641.9,-0.03,32267,1.193,8.28,-83,25.115,3.11,11.7
8/21/20,15:15:00,0,Biosphere 2,-0.06,49748.4,49631.6,98.4,113.3,6.75,242.5,32.47,49642.5,-0.03,32268,1.184,8.28,-83,25.112,3.11,11.7
8/21/20,15:30:00,0,Biosphere 2,-0.06,49753.5,49632,98.5,113.3,6.75,243.3,32.47,49643.4,-0.03,32268,1.189,8.28,-83.1,25.116,3.11,11.7
8/21/20,15:45:00,0,Biosphere 2,-0.06,49753.6,49635.2,98.3,113.1,6.74,244,32.48,49646.3,-0.03,32270,1.19,8.28,-83.1,25.113,3.11,11.7
8/21/20,16:00:00,0,Biosphere 2,-0.06,49750.6,49635.3,98.2,113,6.73,243.1,32.48,49646.1,-0.04,32270,1.19,8.28,-83.2,25.11,3.11,11.7
8/21/20,16:15:00,0,Biosphere 2,-0.06,49745,49633.2,98,112.8,6.72,244.5,32.47,49643.7,-0.04,32268,1.198,8.28,-83.2,25.107,3.11,11.7
8/21/20,16:30:00,0,Biosphere 2,-0.06,49751.5,49635.9,97.9,112.7,6.72,244.6,32.48,49646.7,-0.04,32270,1.194,8.28,-83.2,25.111,3.11,11.7
8/21/20,16:45:00,0,Biosphere 2,-0.05,49751.7,49636.7,97.7,112.4,6.7,245.8,32.48,49647.5,-0.04,32271,1.191,8.28,-83.2,25.11,3.11,11.7
8/21/20,17:00:00,0,Biosphere 2,-0.04,49745.3,49632.6,97.5,112.2,6.69,245.8,32.47,49643.1,-0.03,32268,1.186,8.29,-83.3,25.108,3.11,11.7
8/21/20,17:15:00,0,Biosphere 2,-0.05,49749.3,49636.8,97.2,111.9,6.67,245.7,32.48,49647.3,-0.02,32271,1.183,8.28,-83.2,25.108,3.11,11.7
8/21/20,17:30:00,0,Biosphere 2,-0.06,49751.2,49637.4,97,111.6,6.65,245.8,32.48,49648,-0.02,32271,1.191,8.28,-83.3,25.109,3.11,11.7
8/21/20,17:45:00,0,Biosphere 2,-0.05,49746.2,49634.3,96.7,111.3,6.63,246.2,32.47,49644.8,-0.03,32269,1.2,8.28,-83.2,25.107,3.11,11.7
8/21/20,18:00:00,0,Biosphere 2,-0.05,49745.9,49634.8,96.4,110.9,6.61,245.7,32.47,49645.2,-0.03,32269,1.196,8.28,-83.2,25.106,3.11,11.7
8/21/20,18:15:00,0,Biosphere 2,-0.05,49746.9,49635.4,96.1,110.6,6.59,245.4,32.48,49645.9,-0.03,32270,1.19,8.28,-83.2,25.107,3.11,11.7
8/21/20,18:30:00,0,Biosphere 2,-0.06,49748.6,49638.1,95.8,110.2,6.57,246.3,32.48,49648.5,-0.01,32272,1.189,8.28,-83.2,25.106,3.11,11.7
8/21/20,18:45:00,0,Biosphere 2,-0.06,49747.4,49638.1,95.5,109.9,6.55,247.3,32.48,49648.3,-0.01,32271,1.192,8.28,-83.1,25.104,3.11,11.7
8/21/20,19:00:00,0,Biosphere 2,-0.06,49745,49638.1,95.2,109.6,6.53,247.3,32.48,49648.1,-0.02,32271,1.185,8.28,-83.1,25.102,3.11,11.7
8/21/20,19:15:00,0,Biosphere 2,-0.05,49741.2,49636.7,94.8,109.1,6.5,248,32.48,49646.5,-0.02,32270,1.19,8.28,-83.1,25.1,3.11,11.7
8/21/20,19:30:00,0,Biosphere 2,-0.06,49746.2,49639.7,94.6,108.9,6.49,248.1,32.48,49649.6,-0.02,32272,1.2,8.28,-83,25.102,3.11,11.7
8/21/20,19:45:00,0,Biosphere 2,-0.06,49743.4,49637.1,94.3,108.6,6.47,248.1,32.48,49647,-0.02,32271,1.192,8.28,-83,25.102,3.11,11.7
8/21/20,20:00:00,0,Biosphere 2,-0.05,49743.7,49637.3,94,108.2,6.45,247.1,32.48,49647.2,-0.02,32271,1.196,8.28,-82.9,25.102,3.11,11.7
8/21/20,20:15:00,0,Biosphere 2,-0.06,49747,49640.3,93.8,107.9,6.43,246.8,32.48,49650.3,-0.03,32273,1.189,8.28,-82.9,25.102,3.11,11.7
8/21/20,20:30:00,0,Biosphere 2,-0.06,49747,49641,93.2,107.3,6.39,245.8,32.48,49650.9,-0.02,32273,1.183,8.28,-82.8,25.101,3.11,11.7
8/21/20,20:45:00,0,Biosphere 2,-0.06,49747.2,49640.4,93.1,107.2,6.39,243.2,32.48,49650.4,-0.03,32273,1.198,8.28,-82.8,25.102,3.11,11.7
8/21/20,21:00:00,0,Biosphere 2,-0.07,49747.8,49640.7,92.9,106.9,6.37,244.5,32.48,49650.7,-0.02,32273,1.19,8.28,-82.7,25.102,3.11,11.7
8/21/20,21:15:00,0,Biosphere 2,-0.06,49748.2,49640.8,92.7,106.6,6.36,245.6,32.48,49650.9,-0.02,32273,1.193,8.28,-82.7,25.103,3.11,11.7
8/21/20,21:30:00,0,Biosphere 2,-0.06,49745.5,49638.9,92.4,106.3,6.34,246,32.48,49648.9,-0.01,32272,1.189,8.27,-82.6,25.102,3.11,11.7
8/21/20,21:45:00,0,Biosphere 2,-0.06,49748.8,49641.2,92.3,106.2,6.33,247.2,32.48,49651.3,-0.01,32273,1.192,8.27,-82.6,25.103,3.11,11.7
8/21/20,22:00:00,0,Biosphere 2,-0.06,49746.7,49639.3,92.1,106,6.32,247.1,32.48,49649.4,0,32272,1.2,8.27,-82.6,25.103,3.11,11.7
8/21/20,22:15:00,0,Biosphere 2,-0.06,49748.9,49641.4,91.9,105.8,6.3,247.7,32.48,49651.5,-0.01,32273,1.191,8.27,-82.5,25.103,3.11,11.7
8/21/20,22:30:00,0,Biosphere 2,-0.05,49749.1,49641.8,91.7,105.5,6.29,248,32.48,49651.8,-0.02,32274,1.19,8.27,-82.4,25.103,3.11,11.7
8/21/20,22:45:00,0,Biosphere 2,-0.06,49746,49638.8,91.5,105.3,6.27,248.4,32.48,49648.8,-0.02,32272,1.19,8.27,-82.4,25.102,3.11,11.7
8/21/20,23:00:00,0,Biosphere 2,-0.06,49745.8,49638.7,91.3,105.1,6.26,248.1,32.48,49648.8,-0.01,32272,1.181,8.27,-82.3,25.102,3.11,11.7
8/21/20,23:15:00,0,Biosphere 2,-0.07,49749,49641.9,91.1,104.8,6.25,247.8,32.48,49652,-0.02,32274,1.193,8.27,-82.3,25.102,3.11,11.7
8/21/20,23:30:00,0,Biosphere 2,-0.06,49749.2,49641.6,90.7,104.4,6.22,247.7,32.48,49651.7,-0.02,32274,1.19,8.27,-82.2,25.103,3.11,11.7
8/21/20,23:45:00,0,Biosphere 2,-0.07,49749.5,49642.6,90.8,104.5,6.23,201.6,32.48,49652.7,0,32274,1.192,8.27,-82.2,25.102,3.11,11.7
8/22/20,0:00:00,0,Biosphere 2,-0.07,49745.8,49639.5,90.7,104.3,6.22,228.2,32.48,49649.5,-0.03,32272,1.196,8.27,-82.1,25.102,3.11,11.7
8/22/20,0:15:00,0,Biosphere 2,-0.06,49745.3,49639.2,90.5,104.2,6.21,236.7,32.48,49649.2,-0.03,32272,1.192,8.26,-82,25.101,3.11,11.7
8/22/20,0:30:00,0,Biosphere 2,-0.06,49745.5,49639.8,90.4,104,6.2,240.5,32.48,49649.7,-0.02,32272,1.193,8.26,-82,25.101,3.11,11.7
8/22/20,0:45:00,0,Biosphere 2,-0.06,49748,49641.6,90.1,103.7,6.18,242.7,32.48,49651.5,-0.03,32273,1.184,8.26,-81.9,25.102,3.11,11.7
8/22/20,1:00:00,0,Biosphere 2,-0.06,49745.4,49639.5,90.1,103.7,6.18,243.3,32.48,49649.5,-0.01,32272,1.19,8.26,-81.9,25.101,3.11,11.7
8/22/20,1:15:00,0,Biosphere 2,-0.05,49746.4,49640.9,89.8,103.4,6.16,244.3,32.48,49650.8,-0.03,32273,1.192,8.26,-81.8,25.101,3.11,11.7
8/22/20,1:30:00,0,Biosphere 2,-0.06,49745.4,49640.1,89.7,103.2,6.15,244.9,32.48,49650,-0.02,32272,1.189,8.26,-81.7,25.101,3.11,11.7
8/22/20,1:45:00,0,Biosphere 2,-0.05,49744.8,49639.5,89.7,103.3,6.16,246,32.48,49649.3,-0.01,32272,1.184,8.26,-81.7,25.101,3.11,11.7
8/22/20,2:00:00,0,Biosphere 2,-0.06,49744.1,49639.3,89.5,103,6.14,246.7,32.48,49649.1,-0.02,32272,1.19,8.26,-81.6,25.1,3.11,11.7
8/22/20,2:15:00,0,Biosphere 2,-0.05,49744.4,49640.3,89.5,103,6.14,247.3,32.48,49650,-0.02,32273,1.189,8.26,-81.6,25.099,3.11,11.7
8/22/20,2:30:00,0,Biosphere 2,-0.06,49747.8,49643.1,89.4,102.9,6.13,247.5,32.48,49652.9,-0.02,32274,1.192,8.26,-81.6,25.1,3.11,11.7
8/22/20,2:45:00,0,Biosphere 2,-0.06,49746.4,49642.2,89.3,102.7,6.12,241.4,32.48,49652,-0.03,32274,1.2,8.25,-81.5,25.1,3.11,11.7
8/22/20,3:00:00,0,Biosphere 2,-0.06,49746.7,49643.1,89.2,102.7,6.12,244.1,32.48,49652.8,-0.02,32274,1.191,8.25,-81.4,25.099,3.11,11.7
8/22/20,3:15:00,0,Biosphere 2,-0.06,49743.7,49640.8,88.9,102.3,6.1,244.9,32.48,49650.4,-0.02,32273,1.19,8.25,-81.4,25.098,3.11,11.7
8/22/20,3:30:00,0,Biosphere 2,-0.06,49745.3,49642.6,89.1,102.5,6.11,245.9,32.48,49652.2,-0.03,32274,1.185,8.25,-81.3,25.098,3.11,11.7
8/22/20,3:45:00,0,Biosphere 2,-0.06,49744.6,49642.2,88.9,102.3,6.1,245.9,32.48,49651.8,-0.03,32274,1.2,8.25,-81.2,25.098,3.11,11.7
8/22/20,4:00:00,0,Biosphere 2,-0.05,49742.7,49641,88.9,102.3,6.1,246.8,32.48,49650.5,-0.01,32273,1.192,8.25,-81.2,25.097,3.11,11.7
8/22/20,4:15:00,0,Biosphere 2,-0.06,49745.4,49644.1,88.9,102.3,6.1,246.5,32.48,49653.6,-0.02,32275,1.19,8.25,-81.1,25.097,3.11,11.7
8/22/20,4:30:00,0,Biosphere 2,-0.06,49744.3,49644,88.6,102,6.08,245.9,32.48,49653.4,-0.03,32275,1.192,8.25,-81.1,25.096,3.11,11.7
8/22/20,4:45:00,0,Biosphere 2,-0.06,49740,49640.9,88.8,102.1,6.09,246.4,32.48,49650.1,-0.02,32273,1.185,8.25,-81,25.095,3.11,11.7
8/22/20,5:00:00,0,Biosphere 2,-0.05,49739.1,49640.3,88.6,102,6.08,246.9,32.48,49649.5,-0.02,32272,1.183,8.25,-81,25.094,3.11,11.7
8/22/20,5:15:00,0,Biosphere 2,-0.05,49740.5,49644.8,88.1,101.3,6.04,240.6,32.48,49653.7,-0.01,32275,1.184,8.24,-80.9,25.091,3.11,11.7
8/22/20,5:30:00,0,Biosphere 2,-0.05,49737.6,49642,88.4,101.8,6.07,244.2,32.48,49650.9,-0.02,32273,1.193,8.24,-80.9,25.091,3.11,11.7
8/22/20,5:45:00,0,Biosphere 2,-0.06,49736.4,49642.3,88.5,101.8,6.07,245.6,32.48,49651.1,-0.02,32273,1.197,8.24,-80.8,25.09,3.11,11.7
8/22/20,6:00:00,0,Biosphere 2,-0.06,49736.6,49644.2,88.3,101.6,6.06,246.1,32.48,49652.8,-0.01,32274,1.193,8.24,-80.7,25.088,3.11,11.7
8/22/20,6:15:00,0,Biosphere 2,-0.05,49736.7,49645.3,88.2,101.5,6.05,246.3,32.48,49653.9,-0.01,32275,1.188,8.24,-80.7,25.087,3.11,11.7
8/22/20,6:30:00,0,Biosphere 2,-0.04,49738,49646.3,88.4,101.7,6.06,247,32.48,49654.9,0,32276,1.194,8.24,-80.7,25.088,3.11,11.7
8/22/20,6:45:00,0,Biosphere 2,-0.04,49733.6,49645.5,87.9,101.2,6.03,246.7,32.48,49653.7,-0.01,32275,1.192,8.24,-80.5,25.084,3.11,11.7
8/22/20,7:00:00,0,Biosphere 2,-0.04,49732.2,49643.2,88.2,101.5,6.05,246.8,32.48,49651.5,-0.03,32273,1.186,8.24,-80.5,25.085,3.11,11.7
8/22/20,7:15:00,0,Biosphere 2,-0.04,49732,49643.3,88.2,101.5,6.05,246.8,32.48,49651.6,-0.01,32274,1.191,8.24,-80.5,25.085,3.11,11.7
8/22/20,7:30:00,0,Biosphere 2,-0.04,49733.9,49643.3,88.5,101.8,6.07,247.3,32.48,49651.7,-0.02,32274,1.201,8.24,-80.5,25.087,3.11,11.7
8/22/20,7:45:00,0,Biosphere 2,-0.04,49740,49645.7,88.4,101.8,6.07,247.4,32.48,49654.5,-0.02,32275,1.185,8.24,-80.5,25.09,3.11,11.7
8/22/20,8:00:00,0,Biosphere 2,-0.04,49739.5,49642.4,88.8,102.2,6.09,248.3,32.48,49651.5,-0.02,32273,1.192,8.24,-80.4,25.093,3.11,11.7
8/22/20,8:15:00,0,Biosphere 2,-0.03,49747.4,49643.5,89,102.4,6.1,248.4,32.48,49653.3,0,32275,1.199,8.24,-80.5,25.099,3.11,11.7
8/22/20,8:30:00,0,Biosphere 2,-0.03,49756.5,49644.7,89.3,102.8,6.13,248.6,32.48,49655.1,0,32276,1.189,8.24,-80.5,25.107,3.11,11.7
8/22/20,8:45:00,0,Biosphere 2,-0.03,49765.5,49644.1,89.7,103.3,6.15,248.9,32.48,49655.5,-0.01,32276,1.196,8.24,-80.5,25.116,3.11,11.7
8/22/20,9:00:00,0,Biosphere 2,-0.04,49768.5,49642.7,90.1,103.7,6.18,249.4,32.48,49654.5,-0.02,32275,1.19,8.24,-80.5,25.12,3.11,11.7
8/22/20,9:15:00,0,Biosphere 2,-0.04,49774.9,49640.9,90.8,104.5,6.22,249.6,32.48,49653.4,-0.01,32275,1.182,8.24,-80.6,25.128,3.11,11.7
8/22/20,9:30:00,0,Biosphere 2,-0.03,49782.7,49644.2,91.1,104.8,6.25,250.3,32.48,49657.2,-0.01,32277,1.193,8.24,-80.7,25.132,3.11,11.7
8/22/20,9:45:00,0,Biosphere 2,-0.02,49776.3,49644.5,91.5,105.3,6.27,247.5,32.48,49656.8,-0.03,32277,1.201,8.24,-80.7,25.126,3.11,11.7
8/22/20,10:00:00,0,Biosphere 2,-0.03,49786.9,49644.9,92.2,106.1,6.32,249.2,32.48,49658.2,-0.02,32278,1.195,8.24,-80.9,25.136,3.11,11.7
8/22/20,10:15:00,0,Biosphere 2,-0.03,49777.1,49637.1,92.9,106.9,6.37,250.6,32.48,49650.2,-0.03,32273,1.188,8.25,-81,25.134,3.11,11.7
8/22/20,10:30:00,0,Biosphere 2,-0.05,49770,49638.1,93.5,107.6,6.41,250.9,32.48,49650.4,-0.02,32273,1.192,8.25,-81.2,25.126,3.11,11.7
8/22/20,10:45:00,0,Biosphere 2,-0.04,49775.1,49645,93.9,108,6.44,251.5,32.48,49657.2,-0.02,32277,1.192,8.25,-81.3,25.124,3.11,11.7
8/22/20,11:00:00,0,Biosphere 2,-0.05,49769.3,49636.6,94.5,108.8,6.48,251.8,32.48,49649,-0.02,32272,1.183,8.25,-81.4,25.127,3.11,11.7
8/22/20,11:15:00,0,Biosphere 2,-0.04,49791.6,49637.5,95.4,109.7,6.54,252.3,32.48,49651.9,-0.01,32274,1.183,8.26,-81.6,25.147,3.11,11.7
8/22/20,11:30:00,0,Biosphere 2,-0.04,49786.4,49640.3,96.1,110.6,6.59,252.8,32.48,49654,-0.01,32275,1.191,8.26,-81.6,25.14,3.11,11.7
8/22/20,11:45:00,0,Biosphere 2,-0.05,49770.7,49642.3,96.4,110.9,6.61,252.7,32.48,49654.3,-0.02,32275,1.19,8.26,-81.8,25.123,3.11,11.7
8/22/20,12:00:00,0,Biosphere 2,-0.04,49777.1,49644.8,96.8,111.5,6.64,252.8,32.48,49657.2,0,32277,1.192,8.26,-81.9,25.126,3.11,11.7
8/22/20,12:15:00,0,Biosphere 2,-0.04,49786.5,49637.2,97.9,112.6,6.71,253,32.48,49651.2,-0.01,32273,1.196,8.27,-82.1,25.143,3.11,11.7
8/22/20,12:30:00,0,Biosphere 2,-0.05,49798.4,49641.9,98.6,113.5,6.76,253.1,32.48,49656.6,-0.02,32277,1.198,8.27,-82.3,25.15,3.11,11.7
8/22/20,12:45:00,0,Biosphere 2,-0.05,49759.2,49638.6,98.1,112.9,6.73,253.5,32.48,49649.9,-0.02,32272,1.198,8.27,-82.3,25.115,3.11,11.7
8/22/20,13:00:00,0,Biosphere 2,-0.04,49782.9,49641.4,99,114,6.79,253.5,32.48,49654.7,-0.01,32276,1.2,8.27,-82.5,25.135,3.11,11.7
8/22/20,13:15:00,0,Biosphere 2,-0.03,49777.5,49641.5,99.1,114,6.79,253.7,32.48,49654.2,-0.01,32275,1.196,8.27,-82.5,25.13,3.11,11.7
8/22/20,13:30:00,0,Biosphere 2,-0.04,49764.4,49640.9,99,113.9,6.78,253.6,32.48,49652.5,0,32274,1.189,8.27,-82.6,25.118,3.11,11.7
8/22/20,13:45:00,0,Biosphere 2,-0.03,49757.6,49639.8,99.2,114.2,6.8,253.6,32.48,49650.9,-0.01,32273,1.186,8.28,-82.7,25.113,3.11,11.7
8/22/20,14:00:00,0,Biosphere 2,-0.04,49752,49642.3,99.2,114.1,6.8,253.2,32.48,49652.5,0,32274,1.19,8.28,-82.8,25.105,3.11,11.7
8/22/20,14:15:00,0,Biosphere 2,-0.04,49750.6,49643.7,99.2,114.2,6.81,253.8,32.48,49653.7,0,32275,1.193,8.28,-82.9,25.102,3.11,11.7
8/22/20,14:30:00,0,Biosphere 2,-0.04,49757.8,49644.5,99.4,114.4,6.82,254.1,32.48,49655.1,-0.01,32276,1.192,8.28,-82.9,25.108,3.11,11.7
8/22/20,14:45:00,0,Biosphere 2,-0.04,49753.3,49643.1,99.4,114.4,6.82,254.1,32.48,49653.4,-0.01,32275,1.184,8.28,-83,25.105,3.11,11.7
8/22/20,15:00:00,0,Biosphere 2,-0.04,49770.4,49644.3,100,115.1,6.86,254.4,32.48,49656.1,-0.01,32276,1.19,8.28,-83.2,25.121,3.11,11.7
8/22/20,15:15:00,0,Biosphere 2,-0.04,49756.1,49643.6,99.5,114.5,6.82,254.1,32.48,49654.1,0.01,32275,1.191,8.28,-83.1,25.107,3.11,11.7
8/22/20,15:30:00,0,Biosphere 2,-0.04,49760.2,49644.3,99.6,114.6,6.83,254,32.48,49655.2,0,32276,1.184,8.28,-83.2,25.111,3.11,11.7
8/22/20,15:45:00,0,Biosphere 2,-0.04,49765.6,49643.5,99.7,114.7,6.83,253.7,32.48,49654.9,-0.01,32276,1.198,8.29,-83.3,25.117,3.11,11.7
8/22/20,16:00:00,0,Biosphere 2,-0.04,49758.3,49641.8,99.3,114.3,6.81,253.8,32.48,49652.7,-0.01,32274,1.197,8.29,-83.3,25.111,3.11,11.7
8/22/20,16:15:00,0,Biosphere 2,-0.05,49758,49646,99,114,6.79,254,32.48,49656.5,-0.01,32277,1.201,8.29,-83.3,25.107,3.11,11.7
8/22/20,16:30:00,0,Biosphere 2,-0.04,49753.7,49642.6,98.9,113.8,6.78,254.1,32.48,49653,-0.01,32274,1.195,8.29,-83.3,25.106,3.11,11.7
8/22/20,16:45:00,0,Biosphere 2,-0.03,49753.1,49642.9,98.5,113.4,6.76,253.6,32.48,49653.2,0,32275,1.187,8.29,-83.3,25.105,3.11,11.7
8/22/20,17:00:00,0,Biosphere 2,-0.04,49756.6,49645,98.3,113.1,6.74,253.4,32.48,49655.5,-0.02,32276,1.192,8.29,-83.3,25.107,3.11,11.7
8/22/20,17:15:00,0,Biosphere 2,-0.04,49756.3,49643.7,97.9,112.7,6.72,252.7,32.48,49654.2,-0.02,32275,1.19,8.29,-83.4,25.108,3.11,11.7
8/22/20,17:30:00,0,Biosphere 2,-0.05,49757,49645.4,97.7,112.4,6.7,253.4,32.48,49655.9,-0.01,32276,1.192,8.29,-83.4,25.107,3.11,11.7
8/22/20,17:45:00,0,Biosphere 2,-0.03,49754.3,49643.6,97.4,112.1,6.68,253.7,32.48,49654,-0.01,32275,1.199,8.29,-83.3,25.106,3.11,11.7
8/22/20,18:00:00,0,Biosphere 2,-0.05,49758.5,49646.5,97.1,111.8,6.66,254.1,32.48,49657,-0.01,32277,1.188,8.29,-83.3,25.107,3.11,11.7
8/22/20,18:15:00,0,Biosphere 2,-0.04,49756.9,49644.8,96.7,111.3,6.63,254.5,32.48,49655.3,-0.01,32276,1.183,8.29,-83.3,25.107,3.11,11.7
8/22/20,18:30:00,0,Biosphere 2,-0.05,49756.8,49644,96.5,111,6.62,253.2,32.48,49654.6,-0.03,32275,1.197,8.29,-83.3,25.108,3.11,11.7
8/22/20,18:45:00,0,Biosphere 2,-0.04,49754.4,49643.3,96.1,110.6,6.59,252.9,32.48,49653.7,-0.01,32275,1.2,8.28,-83.3,25.106,3.11,11.7
8/22/20,19:00:00,0,Biosphere 2,-0.04,49754.7,49644.1,95.8,110.3,6.57,252.3,32.48,49654.4,-0.01,32275,1.201,8.28,-83.2,25.106,3.11,11.7
8/22/20,19:15:00,0,Biosphere 2,-0.05,49757.8,49645.9,95.5,109.9,6.55,252.8,32.48,49656.4,-0.01,32277,1.191,8.28,-83.2,25.107,3.11,11.7
8/22/20,19:30:00,0,Biosphere 2,-0.05,49756.5,49644.3,95.2,109.6,6.53,252.9,32.48,49654.8,0,32276,1.184,8.28,-83.1,25.107,3.11,11.7
8/22/20,19:45:00,0,Biosphere 2,-0.04,49756.1,49644.3,94.8,109.1,6.5,253,32.48,49654.8,0,32276,1.187,8.28,-83.1,25.107,3.11,11.7
8/22/20,20:00:00,0,Biosphere 2,-0.05,49757.5,49644.6,94.5,108.8,6.48,252.2,32.48,49655.1,-0.02,32276,1.2,8.28,-83,25.108,3.11,11.7
8/22/20,20:15:00,0,Biosphere 2,-0.05,49759.9,49647.2,94.3,108.5,6.47,251.9,32.48,49657.7,-0.01,32278,1.19,8.28,-83,25.108,3.11,11.7
8/22/20,20:30:00,0,Biosphere 2,-0.05,49757.4,49644.6,93.9,108.1,6.44,251.9,32.48,49655.2,0.01,32276,1.193,8.28,-82.9,25.108,3.11,11.7
8/22/20,20:45:00,0,Biosphere 2,-0.04,49761.5,49647.4,93.6,107.7,6.42,251.2,32.48,49658.1,0,32278,1.192,8.28,-82.9,25.109,3.11,11.7
8/22/20,21:00:00,0,Biosphere 2,-0.06,49758.8,49644.6,93.4,107.5,6.4,251.6,32.48,49655.2,-0.01,32276,1.193,8.28,-82.9,25.109,3.11,11.7
8/22/20,21:15:00,0,Biosphere 2,-0.04,49759.3,49645.1,93.2,107.3,6.39,251.8,32.48,49655.8,0,32276,1.199,8.28,-82.8,25.109,3.11,11.7
8/22/20,21:30:00,0,Biosphere 2,-0.06,49762.9,49647.3,92.9,107,6.37,251.5,32.48,49658.1,0,32278,1.186,8.28,-82.7,25.11,3.11,11.7
8/22/20,21:45:00,0,Biosphere 2,-0.05,49760.9,49645.1,92.7,106.7,6.36,251.4,32.48,49655.9,-0.02,32276,1.184,8.28,-82.7,25.111,3.11,11.7
8/22/20,22:00:00,0,Biosphere 2,-0.05,49760.4,49645.1,92.4,106.3,6.34,251.9,32.48,49655.9,0,32276,1.195,8.27,-82.6,25.11,3.11,11.7
8/22/20,22:15:00,0,Biosphere 2,-0.05,49761.2,49645.3,92.2,106.1,6.32,249.7,32.48,49656.2,0,32277,1.192,8.27,-82.6,25.111,3.11,11.7
8/22/20,22:30:00,0,Biosphere 2,-0.04,49759.9,49644.7,92,105.9,6.31,250.3,32.48,49655.5,-0.01,32276,1.199,8.27,-82.5,25.11,3.11,11.7
8/22/20,22:45:00,0,Biosphere 2,-0.05,49760.1,49645,91.9,105.7,6.3,250.2,32.48,49655.8,0,32276,1.196,8.27,-82.5,25.11,3.11,11.7
8/22/20,23:00:00,0,Biosphere 2,-0.05,49760.8,49645.1,91.2,104.9,6.25,250.1,32.48,49655.9,0,32276,1.191,8.27,-82.4,25.111,3.11,11.7
8/22/20,23:15:00,0,Biosphere 2,-0.05,49760.1,49644.7,91.4,105.2,6.27,250.7,32.48,49655.5,0,32276,1.198,8.27,-82.4,25.11,3.11,11.7
8/22/20,23:30:00,0,Biosphere 2,-0.05,49759.8,49644.9,91.3,105,6.26,251.2,32.48,49655.7,-0.01,32276,1.194,8.27,-82.3,25.11,3.11,11.7
8/22/20,23:45:00,0,Biosphere 2,-0.05,49763.2,49648.3,91.1,104.9,6.25,251.7,32.48,49659.1,-0.01,32278,1.185,8.27,-82.3,25.11,3.11,11.7
8/23/20,0:00:00,0,Biosphere 2,-0.06,49763.8,49648.6,90.9,104.6,6.23,251.5,32.49,49659.4,-0.01,32279,1.184,8.27,-82.2,25.11,3.11,11.7
8/23/20,0:15:00,0,Biosphere 2,-0.04,49760.4,49645.8,90.8,104.4,6.22,251.5,32.48,49656.6,-0.01,32277,1.19,8.27,-82.1,25.11,3.11,11.7
8/23/20,0:30:00,0,Biosphere 2,-0.05,49762.2,49646.9,90.7,104.3,6.22,251.3,32.48,49657.7,-0.01,32277,1.184,8.27,-82.1,25.11,3.11,11.7
8/23/20,0:45:00,0,Biosphere 2,-0.05,49762.2,49648,90.4,104,6.2,251.1,32.48,49658.7,-0.02,32278,1.182,8.26,-82,25.109,3.11,11.7
8/23/20,1:00:00,0,Biosphere 2,-0.05,49763.3,49648.7,90.4,104,6.2,250,32.49,49659.4,-0.01,32279,1.182,8.26,-82,25.11,3.11,11.7
8/23/20,1:15:00,0,Biosphere 2,-0.04,49760.7,49646.3,90.1,103.6,6.18,250.3,32.48,49657,0,32277,1.196,8.26,-81.9,25.109,3.11,11.7
8/23/20,1:30:00,0,Biosphere 2,-0.05,49763.4,49648.8,90.1,103.7,6.18,250.9,32.49,49659.5,0,32279,1.19,8.26,-81.9,25.11,3.11,11.7
8/23/20,1:45:00,0,Biosphere 2,-0.04,49763.2,49648.9,90,103.6,6.17,251.3,32.49,49659.6,0,32279,1.185,8.26,-81.8,25.109,3.11,11.7
